collection_id,dataset_id,development_stage,disease,organism,raw_data_location,cell_type
1ca90a2d-2943-483d-b678-b809bf464c30,c19275f5-739e-4796-ad5d-b0830b760db1,78-year-old human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,c19275f5-739e-4796-ad5d-b0830b760db1,80 year-old and over human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,c19275f5-739e-4796-ad5d-b0830b760db1,80-year-old human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,c19275f5-739e-4796-ad5d-b0830b760db1,81-year-old human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,c19275f5-739e-4796-ad5d-b0830b760db1,82-year-old human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,c19275f5-739e-4796-ad5d-b0830b760db1,83-year-old human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,c19275f5-739e-4796-ad5d-b0830b760db1,84-year-old human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,c19275f5-739e-4796-ad5d-b0830b760db1,85-year-old human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,c19275f5-739e-4796-ad5d-b0830b760db1,86-year-old human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,c19275f5-739e-4796-ad5d-b0830b760db1,87-year-old human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,c19275f5-739e-4796-ad5d-b0830b760db1,88-year-old human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,c19275f5-739e-4796-ad5d-b0830b760db1,89-year-old human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,c19275f5-739e-4796-ad5d-b0830b760db1,human adult stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b8920ef5-7d22-497b-abca-a7a9eb76d79a,29-year-old human stage,dementia,Homo sapiens,raw.X,near-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b8920ef5-7d22-497b-abca-a7a9eb76d79a,42-year-old human stage,normal,Homo sapiens,raw.X,near-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b8920ef5-7d22-497b-abca-a7a9eb76d79a,50-year-old human stage,normal,Homo sapiens,raw.X,near-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b8920ef5-7d22-497b-abca-a7a9eb76d79a,68-year-old human stage,normal,Homo sapiens,raw.X,near-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b8920ef5-7d22-497b-abca-a7a9eb76d79a,69-year-old human stage,normal,Homo sapiens,raw.X,near-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b8920ef5-7d22-497b-abca-a7a9eb76d79a,70-year-old human stage,normal,Homo sapiens,raw.X,near-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b8920ef5-7d22-497b-abca-a7a9eb76d79a,72-year-old human stage,normal,Homo sapiens,raw.X,near-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b8920ef5-7d22-497b-abca-a7a9eb76d79a,75-year-old human stage,normal,Homo sapiens,raw.X,near-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b8920ef5-7d22-497b-abca-a7a9eb76d79a,77-year-old human stage,normal,Homo sapiens,raw.X,near-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b8920ef5-7d22-497b-abca-a7a9eb76d79a,78-year-old human stage,normal,Homo sapiens,raw.X,near-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b8920ef5-7d22-497b-abca-a7a9eb76d79a,80 year-old and over human stage,normal,Homo sapiens,raw.X,near-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b8920ef5-7d22-497b-abca-a7a9eb76d79a,80-year-old human stage,normal,Homo sapiens,raw.X,near-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b8920ef5-7d22-497b-abca-a7a9eb76d79a,81-year-old human stage,normal,Homo sapiens,raw.X,near-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b8920ef5-7d22-497b-abca-a7a9eb76d79a,82-year-old human stage,normal,Homo sapiens,raw.X,near-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b8920ef5-7d22-497b-abca-a7a9eb76d79a,83-year-old human stage,normal,Homo sapiens,raw.X,near-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b8920ef5-7d22-497b-abca-a7a9eb76d79a,84-year-old human stage,normal,Homo sapiens,raw.X,near-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b8920ef5-7d22-497b-abca-a7a9eb76d79a,85-year-old human stage,normal,Homo sapiens,raw.X,near-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b8920ef5-7d22-497b-abca-a7a9eb76d79a,86-year-old human stage,normal,Homo sapiens,raw.X,near-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b8920ef5-7d22-497b-abca-a7a9eb76d79a,87-year-old human stage,normal,Homo sapiens,raw.X,near-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b8920ef5-7d22-497b-abca-a7a9eb76d79a,88-year-old human stage,normal,Homo sapiens,raw.X,near-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b8920ef5-7d22-497b-abca-a7a9eb76d79a,89-year-old human stage,normal,Homo sapiens,raw.X,near-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b74100ea-1a1a-486a-9cad-70ae44150935,29-year-old human stage,dementia,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b74100ea-1a1a-486a-9cad-70ae44150935,43-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b74100ea-1a1a-486a-9cad-70ae44150935,50-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b74100ea-1a1a-486a-9cad-70ae44150935,60-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b74100ea-1a1a-486a-9cad-70ae44150935,65-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b74100ea-1a1a-486a-9cad-70ae44150935,68-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b74100ea-1a1a-486a-9cad-70ae44150935,69-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b74100ea-1a1a-486a-9cad-70ae44150935,70-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b74100ea-1a1a-486a-9cad-70ae44150935,72-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b74100ea-1a1a-486a-9cad-70ae44150935,75-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b74100ea-1a1a-486a-9cad-70ae44150935,77-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b74100ea-1a1a-486a-9cad-70ae44150935,78-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b74100ea-1a1a-486a-9cad-70ae44150935,80 year-old and over human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b74100ea-1a1a-486a-9cad-70ae44150935,80-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b74100ea-1a1a-486a-9cad-70ae44150935,81-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b74100ea-1a1a-486a-9cad-70ae44150935,82-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b74100ea-1a1a-486a-9cad-70ae44150935,83-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b74100ea-1a1a-486a-9cad-70ae44150935,84-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b74100ea-1a1a-486a-9cad-70ae44150935,85-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b74100ea-1a1a-486a-9cad-70ae44150935,86-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b74100ea-1a1a-486a-9cad-70ae44150935,87-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b74100ea-1a1a-486a-9cad-70ae44150935,88-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b74100ea-1a1a-486a-9cad-70ae44150935,89-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b74100ea-1a1a-486a-9cad-70ae44150935,human adult stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,b1d37bbd-9ae4-4404-b2f9-f2fe66750e4e,29-year-old human stage,dementia,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,b1d37bbd-9ae4-4404-b2f9-f2fe66750e4e,42-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,b1d37bbd-9ae4-4404-b2f9-f2fe66750e4e,50-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,b1d37bbd-9ae4-4404-b2f9-f2fe66750e4e,68-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,b1d37bbd-9ae4-4404-b2f9-f2fe66750e4e,69-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,b1d37bbd-9ae4-4404-b2f9-f2fe66750e4e,70-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,b1d37bbd-9ae4-4404-b2f9-f2fe66750e4e,72-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,b1d37bbd-9ae4-4404-b2f9-f2fe66750e4e,75-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,b1d37bbd-9ae4-4404-b2f9-f2fe66750e4e,77-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,b1d37bbd-9ae4-4404-b2f9-f2fe66750e4e,78-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,b1d37bbd-9ae4-4404-b2f9-f2fe66750e4e,80 year-old and over human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,b1d37bbd-9ae4-4404-b2f9-f2fe66750e4e,80-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,b1d37bbd-9ae4-4404-b2f9-f2fe66750e4e,81-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,b1d37bbd-9ae4-4404-b2f9-f2fe66750e4e,82-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,b1d37bbd-9ae4-4404-b2f9-f2fe66750e4e,83-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,b1d37bbd-9ae4-4404-b2f9-f2fe66750e4e,84-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,b1d37bbd-9ae4-4404-b2f9-f2fe66750e4e,85-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,b1d37bbd-9ae4-4404-b2f9-f2fe66750e4e,86-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,b1d37bbd-9ae4-4404-b2f9-f2fe66750e4e,87-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,b1d37bbd-9ae4-4404-b2f9-f2fe66750e4e,88-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,b1d37bbd-9ae4-4404-b2f9-f2fe66750e4e,89-year-old human stage,normal,Homo sapiens,raw.X,sncg GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,ac0fee7e-0999-4319-b244-20278e1ff2fb,29-year-old human stage,dementia,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,ac0fee7e-0999-4319-b244-20278e1ff2fb,43-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,ac0fee7e-0999-4319-b244-20278e1ff2fb,50-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,ac0fee7e-0999-4319-b244-20278e1ff2fb,60-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,ac0fee7e-0999-4319-b244-20278e1ff2fb,65-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,ac0fee7e-0999-4319-b244-20278e1ff2fb,68-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,ac0fee7e-0999-4319-b244-20278e1ff2fb,69-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,ac0fee7e-0999-4319-b244-20278e1ff2fb,70-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,ac0fee7e-0999-4319-b244-20278e1ff2fb,72-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,ac0fee7e-0999-4319-b244-20278e1ff2fb,75-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,ac0fee7e-0999-4319-b244-20278e1ff2fb,77-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,ac0fee7e-0999-4319-b244-20278e1ff2fb,78-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,ac0fee7e-0999-4319-b244-20278e1ff2fb,80 year-old and over human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,ac0fee7e-0999-4319-b244-20278e1ff2fb,80-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,ac0fee7e-0999-4319-b244-20278e1ff2fb,81-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,ac0fee7e-0999-4319-b244-20278e1ff2fb,82-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,ac0fee7e-0999-4319-b244-20278e1ff2fb,83-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,ac0fee7e-0999-4319-b244-20278e1ff2fb,84-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,ac0fee7e-0999-4319-b244-20278e1ff2fb,85-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,ac0fee7e-0999-4319-b244-20278e1ff2fb,86-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,ac0fee7e-0999-4319-b244-20278e1ff2fb,87-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,ac0fee7e-0999-4319-b244-20278e1ff2fb,88-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,ac0fee7e-0999-4319-b244-20278e1ff2fb,89-year-old human stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,ac0fee7e-0999-4319-b244-20278e1ff2fb,human adult stage,normal,Homo sapiens,raw.X,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,a4e89c26-e8d4-4471-9b06-16a1405880f0,29-year-old human stage,dementia,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,a4e89c26-e8d4-4471-9b06-16a1405880f0,42-year-old human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,a4e89c26-e8d4-4471-9b06-16a1405880f0,50-year-old human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,a4e89c26-e8d4-4471-9b06-16a1405880f0,68-year-old human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,a4e89c26-e8d4-4471-9b06-16a1405880f0,69-year-old human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,a4e89c26-e8d4-4471-9b06-16a1405880f0,70-year-old human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,a4e89c26-e8d4-4471-9b06-16a1405880f0,72-year-old human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,a4e89c26-e8d4-4471-9b06-16a1405880f0,75-year-old human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,a4e89c26-e8d4-4471-9b06-16a1405880f0,77-year-old human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,a4e89c26-e8d4-4471-9b06-16a1405880f0,78-year-old human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,a4e89c26-e8d4-4471-9b06-16a1405880f0,80 year-old and over human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,a4e89c26-e8d4-4471-9b06-16a1405880f0,80-year-old human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,a4e89c26-e8d4-4471-9b06-16a1405880f0,81-year-old human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,a4e89c26-e8d4-4471-9b06-16a1405880f0,82-year-old human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,a4e89c26-e8d4-4471-9b06-16a1405880f0,83-year-old human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,a4e89c26-e8d4-4471-9b06-16a1405880f0,84-year-old human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,a4e89c26-e8d4-4471-9b06-16a1405880f0,85-year-old human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,a4e89c26-e8d4-4471-9b06-16a1405880f0,86-year-old human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,a4e89c26-e8d4-4471-9b06-16a1405880f0,87-year-old human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,a4e89c26-e8d4-4471-9b06-16a1405880f0,88-year-old human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,a4e89c26-e8d4-4471-9b06-16a1405880f0,89-year-old human stage,normal,Homo sapiens,raw.X,corticothalamic-projecting glutamatergic cortical neuron
1ca90a2d-2943-483d-b678-b809bf464c30,a190b2e9-3796-4785-9a2f-013e2a9a43e6,29-year-old human stage,dementia,Homo sapiens,raw.X,lamp5 GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,a190b2e9-3796-4785-9a2f-013e2a9a43e6,42-year-old human stage,normal,Homo sapiens,raw.X,lamp5 GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,a190b2e9-3796-4785-9a2f-013e2a9a43e6,50-year-old human stage,normal,Homo sapiens,raw.X,lamp5 GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,a190b2e9-3796-4785-9a2f-013e2a9a43e6,68-year-old human stage,normal,Homo sapiens,raw.X,lamp5 GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,a190b2e9-3796-4785-9a2f-013e2a9a43e6,69-year-old human stage,normal,Homo sapiens,raw.X,lamp5 GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,a190b2e9-3796-4785-9a2f-013e2a9a43e6,70-year-old human stage,normal,Homo sapiens,raw.X,lamp5 GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,a190b2e9-3796-4785-9a2f-013e2a9a43e6,72-year-old human stage,normal,Homo sapiens,raw.X,lamp5 GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,a190b2e9-3796-4785-9a2f-013e2a9a43e6,75-year-old human stage,normal,Homo sapiens,raw.X,lamp5 GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,a190b2e9-3796-4785-9a2f-013e2a9a43e6,77-year-old human stage,normal,Homo sapiens,raw.X,lamp5 GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,a190b2e9-3796-4785-9a2f-013e2a9a43e6,78-year-old human stage,normal,Homo sapiens,raw.X,lamp5 GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,a190b2e9-3796-4785-9a2f-013e2a9a43e6,80 year-old and over human stage,normal,Homo sapiens,raw.X,lamp5 GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,a190b2e9-3796-4785-9a2f-013e2a9a43e6,80-year-old human stage,normal,Homo sapiens,raw.X,lamp5 GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,a190b2e9-3796-4785-9a2f-013e2a9a43e6,81-year-old human stage,normal,Homo sapiens,raw.X,lamp5 GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,a190b2e9-3796-4785-9a2f-013e2a9a43e6,82-year-old human stage,normal,Homo sapiens,raw.X,lamp5 GABAergic cortical interneuron
1ca90a2d-2943-483d-b678-b809bf464c30,a190b2e9-3796-4785-9a2f-013e2a9a43e6,83-year-old human stage,normal,Homo sapiens,raw.X,lamp5 GABAergic cortical interneuron
