collection_id,dataset_id,dataset_version_id,development_stage,disease,organism,raw_data_location,cell_type
0cca8620-8dee-45d0-aef5-23f032a5cf09,836fc2fc-c376-49a8-8265-01a33dfa0dc7,27f01466-e54c-44dc-91e3-b7b14dc9cf91,9 weeks,normal,Mus musculus,raw.X,Bergmann glial cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,836fc2fc-c376-49a8-8265-01a33dfa0dc7,27f01466-e54c-44dc-91e3-b7b14dc9cf91,9 weeks,normal,Mus musculus,raw.X,GABAergic neuron
0cca8620-8dee-45d0-aef5-23f032a5cf09,836fc2fc-c376-49a8-8265-01a33dfa0dc7,27f01466-e54c-44dc-91e3-b7b14dc9cf91,9 weeks,normal,Mus musculus,raw.X,astrocyte
0cca8620-8dee-45d0-aef5-23f032a5cf09,836fc2fc-c376-49a8-8265-01a33dfa0dc7,27f01466-e54c-44dc-91e3-b7b14dc9cf91,9 weeks,normal,Mus musculus,raw.X,cholinergic neuron
0cca8620-8dee-45d0-aef5-23f032a5cf09,836fc2fc-c376-49a8-8265-01a33dfa0dc7,27f01466-e54c-44dc-91e3-b7b14dc9cf91,9 weeks,normal,Mus musculus,raw.X,choroid plexus epithelial cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,836fc2fc-c376-49a8-8265-01a33dfa0dc7,27f01466-e54c-44dc-91e3-b7b14dc9cf91,9 weeks,normal,Mus musculus,raw.X,dendritic cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,836fc2fc-c376-49a8-8265-01a33dfa0dc7,27f01466-e54c-44dc-91e3-b7b14dc9cf91,9 weeks,normal,Mus musculus,raw.X,dopaminergic neuron
0cca8620-8dee-45d0-aef5-23f032a5cf09,836fc2fc-c376-49a8-8265-01a33dfa0dc7,27f01466-e54c-44dc-91e3-b7b14dc9cf91,9 weeks,normal,Mus musculus,raw.X,endothelial cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,836fc2fc-c376-49a8-8265-01a33dfa0dc7,27f01466-e54c-44dc-91e3-b7b14dc9cf91,9 weeks,normal,Mus musculus,raw.X,ependymal cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,836fc2fc-c376-49a8-8265-01a33dfa0dc7,27f01466-e54c-44dc-91e3-b7b14dc9cf91,9 weeks,normal,Mus musculus,raw.X,glutamatergic neuron
0cca8620-8dee-45d0-aef5-23f032a5cf09,836fc2fc-c376-49a8-8265-01a33dfa0dc7,27f01466-e54c-44dc-91e3-b7b14dc9cf91,9 weeks,normal,Mus musculus,raw.X,glycinergic neuron
0cca8620-8dee-45d0-aef5-23f032a5cf09,836fc2fc-c376-49a8-8265-01a33dfa0dc7,27f01466-e54c-44dc-91e3-b7b14dc9cf91,9 weeks,normal,Mus musculus,raw.X,histaminergic neuron
0cca8620-8dee-45d0-aef5-23f032a5cf09,836fc2fc-c376-49a8-8265-01a33dfa0dc7,27f01466-e54c-44dc-91e3-b7b14dc9cf91,9 weeks,normal,Mus musculus,raw.X,hypendymal cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,836fc2fc-c376-49a8-8265-01a33dfa0dc7,27f01466-e54c-44dc-91e3-b7b14dc9cf91,9 weeks,normal,Mus musculus,raw.X,lymphocyte
0cca8620-8dee-45d0-aef5-23f032a5cf09,836fc2fc-c376-49a8-8265-01a33dfa0dc7,27f01466-e54c-44dc-91e3-b7b14dc9cf91,9 weeks,normal,Mus musculus,raw.X,macrophage
0cca8620-8dee-45d0-aef5-23f032a5cf09,836fc2fc-c376-49a8-8265-01a33dfa0dc7,27f01466-e54c-44dc-91e3-b7b14dc9cf91,9 weeks,normal,Mus musculus,raw.X,microglial cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,836fc2fc-c376-49a8-8265-01a33dfa0dc7,27f01466-e54c-44dc-91e3-b7b14dc9cf91,9 weeks,normal,Mus musculus,raw.X,monocyte
0cca8620-8dee-45d0-aef5-23f032a5cf09,836fc2fc-c376-49a8-8265-01a33dfa0dc7,27f01466-e54c-44dc-91e3-b7b14dc9cf91,9 weeks,normal,Mus musculus,raw.X,neuroblast (sensu Vertebrata)
0cca8620-8dee-45d0-aef5-23f032a5cf09,836fc2fc-c376-49a8-8265-01a33dfa0dc7,27f01466-e54c-44dc-91e3-b7b14dc9cf91,9 weeks,normal,Mus musculus,raw.X,olfactory ensheathing cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,836fc2fc-c376-49a8-8265-01a33dfa0dc7,27f01466-e54c-44dc-91e3-b7b14dc9cf91,9 weeks,normal,Mus musculus,raw.X,oligodendrocyte
0cca8620-8dee-45d0-aef5-23f032a5cf09,836fc2fc-c376-49a8-8265-01a33dfa0dc7,27f01466-e54c-44dc-91e3-b7b14dc9cf91,9 weeks,normal,Mus musculus,raw.X,oligodendrocyte precursor cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,836fc2fc-c376-49a8-8265-01a33dfa0dc7,27f01466-e54c-44dc-91e3-b7b14dc9cf91,9 weeks,normal,Mus musculus,raw.X,pericyte
0cca8620-8dee-45d0-aef5-23f032a5cf09,836fc2fc-c376-49a8-8265-01a33dfa0dc7,27f01466-e54c-44dc-91e3-b7b14dc9cf91,9 weeks,normal,Mus musculus,raw.X,smooth muscle cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,836fc2fc-c376-49a8-8265-01a33dfa0dc7,27f01466-e54c-44dc-91e3-b7b14dc9cf91,9 weeks,normal,Mus musculus,raw.X,tanycyte
0cca8620-8dee-45d0-aef5-23f032a5cf09,836fc2fc-c376-49a8-8265-01a33dfa0dc7,27f01466-e54c-44dc-91e3-b7b14dc9cf91,9 weeks,normal,Mus musculus,raw.X,vascular leptomeningeal cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,77d2f8a2-5a8e-462d-b58f-9de06a54e51a,66c3a370-76fa-4bc9-884c-3b412d5748d5,9 weeks,normal,Mus musculus,X,Bergmann glial cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,77d2f8a2-5a8e-462d-b58f-9de06a54e51a,66c3a370-76fa-4bc9-884c-3b412d5748d5,9 weeks,normal,Mus musculus,X,GABAergic neuron
0cca8620-8dee-45d0-aef5-23f032a5cf09,77d2f8a2-5a8e-462d-b58f-9de06a54e51a,66c3a370-76fa-4bc9-884c-3b412d5748d5,9 weeks,normal,Mus musculus,X,astrocyte
0cca8620-8dee-45d0-aef5-23f032a5cf09,77d2f8a2-5a8e-462d-b58f-9de06a54e51a,66c3a370-76fa-4bc9-884c-3b412d5748d5,9 weeks,normal,Mus musculus,X,cholinergic neuron
0cca8620-8dee-45d0-aef5-23f032a5cf09,77d2f8a2-5a8e-462d-b58f-9de06a54e51a,66c3a370-76fa-4bc9-884c-3b412d5748d5,9 weeks,normal,Mus musculus,X,choroid plexus epithelial cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,77d2f8a2-5a8e-462d-b58f-9de06a54e51a,66c3a370-76fa-4bc9-884c-3b412d5748d5,9 weeks,normal,Mus musculus,X,dendritic cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,77d2f8a2-5a8e-462d-b58f-9de06a54e51a,66c3a370-76fa-4bc9-884c-3b412d5748d5,9 weeks,normal,Mus musculus,X,dopaminergic neuron
0cca8620-8dee-45d0-aef5-23f032a5cf09,77d2f8a2-5a8e-462d-b58f-9de06a54e51a,66c3a370-76fa-4bc9-884c-3b412d5748d5,9 weeks,normal,Mus musculus,X,endothelial cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,77d2f8a2-5a8e-462d-b58f-9de06a54e51a,66c3a370-76fa-4bc9-884c-3b412d5748d5,9 weeks,normal,Mus musculus,X,ependymal cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,77d2f8a2-5a8e-462d-b58f-9de06a54e51a,66c3a370-76fa-4bc9-884c-3b412d5748d5,9 weeks,normal,Mus musculus,X,glutamatergic neuron
0cca8620-8dee-45d0-aef5-23f032a5cf09,77d2f8a2-5a8e-462d-b58f-9de06a54e51a,66c3a370-76fa-4bc9-884c-3b412d5748d5,9 weeks,normal,Mus musculus,X,glycinergic neuron
0cca8620-8dee-45d0-aef5-23f032a5cf09,77d2f8a2-5a8e-462d-b58f-9de06a54e51a,66c3a370-76fa-4bc9-884c-3b412d5748d5,9 weeks,normal,Mus musculus,X,histaminergic neuron
0cca8620-8dee-45d0-aef5-23f032a5cf09,77d2f8a2-5a8e-462d-b58f-9de06a54e51a,66c3a370-76fa-4bc9-884c-3b412d5748d5,9 weeks,normal,Mus musculus,X,hypendymal cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,77d2f8a2-5a8e-462d-b58f-9de06a54e51a,66c3a370-76fa-4bc9-884c-3b412d5748d5,9 weeks,normal,Mus musculus,X,lymphocyte
0cca8620-8dee-45d0-aef5-23f032a5cf09,77d2f8a2-5a8e-462d-b58f-9de06a54e51a,66c3a370-76fa-4bc9-884c-3b412d5748d5,9 weeks,normal,Mus musculus,X,macrophage
0cca8620-8dee-45d0-aef5-23f032a5cf09,77d2f8a2-5a8e-462d-b58f-9de06a54e51a,66c3a370-76fa-4bc9-884c-3b412d5748d5,9 weeks,normal,Mus musculus,X,microglial cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,77d2f8a2-5a8e-462d-b58f-9de06a54e51a,66c3a370-76fa-4bc9-884c-3b412d5748d5,9 weeks,normal,Mus musculus,X,monocyte
0cca8620-8dee-45d0-aef5-23f032a5cf09,77d2f8a2-5a8e-462d-b58f-9de06a54e51a,66c3a370-76fa-4bc9-884c-3b412d5748d5,9 weeks,normal,Mus musculus,X,neuroblast (sensu Vertebrata)
0cca8620-8dee-45d0-aef5-23f032a5cf09,77d2f8a2-5a8e-462d-b58f-9de06a54e51a,66c3a370-76fa-4bc9-884c-3b412d5748d5,9 weeks,normal,Mus musculus,X,olfactory ensheathing cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,77d2f8a2-5a8e-462d-b58f-9de06a54e51a,66c3a370-76fa-4bc9-884c-3b412d5748d5,9 weeks,normal,Mus musculus,X,oligodendrocyte
0cca8620-8dee-45d0-aef5-23f032a5cf09,77d2f8a2-5a8e-462d-b58f-9de06a54e51a,66c3a370-76fa-4bc9-884c-3b412d5748d5,9 weeks,normal,Mus musculus,X,oligodendrocyte precursor cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,77d2f8a2-5a8e-462d-b58f-9de06a54e51a,66c3a370-76fa-4bc9-884c-3b412d5748d5,9 weeks,normal,Mus musculus,X,pericyte
0cca8620-8dee-45d0-aef5-23f032a5cf09,77d2f8a2-5a8e-462d-b58f-9de06a54e51a,66c3a370-76fa-4bc9-884c-3b412d5748d5,9 weeks,normal,Mus musculus,X,smooth muscle cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,77d2f8a2-5a8e-462d-b58f-9de06a54e51a,66c3a370-76fa-4bc9-884c-3b412d5748d5,9 weeks,normal,Mus musculus,X,tanycyte
0cca8620-8dee-45d0-aef5-23f032a5cf09,77d2f8a2-5a8e-462d-b58f-9de06a54e51a,66c3a370-76fa-4bc9-884c-3b412d5748d5,9 weeks,normal,Mus musculus,X,vascular leptomeningeal cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,73c39ba5-17dc-4630-b99a-0d43164a3945,c3e7611c-e5ba-4cb3-ba53-bb2fc75d74be,9 weeks,normal,Mus musculus,raw.X,Bergmann glial cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,73c39ba5-17dc-4630-b99a-0d43164a3945,c3e7611c-e5ba-4cb3-ba53-bb2fc75d74be,9 weeks,normal,Mus musculus,raw.X,GABAergic neuron
0cca8620-8dee-45d0-aef5-23f032a5cf09,73c39ba5-17dc-4630-b99a-0d43164a3945,c3e7611c-e5ba-4cb3-ba53-bb2fc75d74be,9 weeks,normal,Mus musculus,raw.X,astrocyte
0cca8620-8dee-45d0-aef5-23f032a5cf09,73c39ba5-17dc-4630-b99a-0d43164a3945,c3e7611c-e5ba-4cb3-ba53-bb2fc75d74be,9 weeks,normal,Mus musculus,raw.X,cholinergic neuron
0cca8620-8dee-45d0-aef5-23f032a5cf09,73c39ba5-17dc-4630-b99a-0d43164a3945,c3e7611c-e5ba-4cb3-ba53-bb2fc75d74be,9 weeks,normal,Mus musculus,raw.X,choroid plexus epithelial cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,73c39ba5-17dc-4630-b99a-0d43164a3945,c3e7611c-e5ba-4cb3-ba53-bb2fc75d74be,9 weeks,normal,Mus musculus,raw.X,dendritic cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,73c39ba5-17dc-4630-b99a-0d43164a3945,c3e7611c-e5ba-4cb3-ba53-bb2fc75d74be,9 weeks,normal,Mus musculus,raw.X,dopaminergic neuron
0cca8620-8dee-45d0-aef5-23f032a5cf09,73c39ba5-17dc-4630-b99a-0d43164a3945,c3e7611c-e5ba-4cb3-ba53-bb2fc75d74be,9 weeks,normal,Mus musculus,raw.X,endothelial cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,73c39ba5-17dc-4630-b99a-0d43164a3945,c3e7611c-e5ba-4cb3-ba53-bb2fc75d74be,9 weeks,normal,Mus musculus,raw.X,ependymal cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,73c39ba5-17dc-4630-b99a-0d43164a3945,c3e7611c-e5ba-4cb3-ba53-bb2fc75d74be,9 weeks,normal,Mus musculus,raw.X,glutamatergic neuron
0cca8620-8dee-45d0-aef5-23f032a5cf09,73c39ba5-17dc-4630-b99a-0d43164a3945,c3e7611c-e5ba-4cb3-ba53-bb2fc75d74be,9 weeks,normal,Mus musculus,raw.X,glycinergic neuron
0cca8620-8dee-45d0-aef5-23f032a5cf09,73c39ba5-17dc-4630-b99a-0d43164a3945,c3e7611c-e5ba-4cb3-ba53-bb2fc75d74be,9 weeks,normal,Mus musculus,raw.X,histaminergic neuron
0cca8620-8dee-45d0-aef5-23f032a5cf09,73c39ba5-17dc-4630-b99a-0d43164a3945,c3e7611c-e5ba-4cb3-ba53-bb2fc75d74be,9 weeks,normal,Mus musculus,raw.X,hypendymal cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,73c39ba5-17dc-4630-b99a-0d43164a3945,c3e7611c-e5ba-4cb3-ba53-bb2fc75d74be,9 weeks,normal,Mus musculus,raw.X,lymphocyte
0cca8620-8dee-45d0-aef5-23f032a5cf09,73c39ba5-17dc-4630-b99a-0d43164a3945,c3e7611c-e5ba-4cb3-ba53-bb2fc75d74be,9 weeks,normal,Mus musculus,raw.X,macrophage
0cca8620-8dee-45d0-aef5-23f032a5cf09,73c39ba5-17dc-4630-b99a-0d43164a3945,c3e7611c-e5ba-4cb3-ba53-bb2fc75d74be,9 weeks,normal,Mus musculus,raw.X,microglial cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,73c39ba5-17dc-4630-b99a-0d43164a3945,c3e7611c-e5ba-4cb3-ba53-bb2fc75d74be,9 weeks,normal,Mus musculus,raw.X,monocyte
0cca8620-8dee-45d0-aef5-23f032a5cf09,73c39ba5-17dc-4630-b99a-0d43164a3945,c3e7611c-e5ba-4cb3-ba53-bb2fc75d74be,9 weeks,normal,Mus musculus,raw.X,neuroblast (sensu Vertebrata)
0cca8620-8dee-45d0-aef5-23f032a5cf09,73c39ba5-17dc-4630-b99a-0d43164a3945,c3e7611c-e5ba-4cb3-ba53-bb2fc75d74be,9 weeks,normal,Mus musculus,raw.X,olfactory ensheathing cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,73c39ba5-17dc-4630-b99a-0d43164a3945,c3e7611c-e5ba-4cb3-ba53-bb2fc75d74be,9 weeks,normal,Mus musculus,raw.X,oligodendrocyte
0cca8620-8dee-45d0-aef5-23f032a5cf09,73c39ba5-17dc-4630-b99a-0d43164a3945,c3e7611c-e5ba-4cb3-ba53-bb2fc75d74be,9 weeks,normal,Mus musculus,raw.X,oligodendrocyte precursor cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,73c39ba5-17dc-4630-b99a-0d43164a3945,c3e7611c-e5ba-4cb3-ba53-bb2fc75d74be,9 weeks,normal,Mus musculus,raw.X,pericyte
0cca8620-8dee-45d0-aef5-23f032a5cf09,73c39ba5-17dc-4630-b99a-0d43164a3945,c3e7611c-e5ba-4cb3-ba53-bb2fc75d74be,9 weeks,normal,Mus musculus,raw.X,smooth muscle cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,73c39ba5-17dc-4630-b99a-0d43164a3945,c3e7611c-e5ba-4cb3-ba53-bb2fc75d74be,9 weeks,normal,Mus musculus,raw.X,tanycyte
0cca8620-8dee-45d0-aef5-23f032a5cf09,73c39ba5-17dc-4630-b99a-0d43164a3945,c3e7611c-e5ba-4cb3-ba53-bb2fc75d74be,9 weeks,normal,Mus musculus,raw.X,vascular leptomeningeal cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,30a2789f-7b76-4414-9c63-1deb3eacdde1,f08f1773-45e4-417c-b8ed-b70a6d8693fd,9 weeks,normal,Mus musculus,raw.X,Bergmann glial cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,30a2789f-7b76-4414-9c63-1deb3eacdde1,f08f1773-45e4-417c-b8ed-b70a6d8693fd,9 weeks,normal,Mus musculus,raw.X,GABAergic neuron
0cca8620-8dee-45d0-aef5-23f032a5cf09,30a2789f-7b76-4414-9c63-1deb3eacdde1,f08f1773-45e4-417c-b8ed-b70a6d8693fd,9 weeks,normal,Mus musculus,raw.X,astrocyte
0cca8620-8dee-45d0-aef5-23f032a5cf09,30a2789f-7b76-4414-9c63-1deb3eacdde1,f08f1773-45e4-417c-b8ed-b70a6d8693fd,9 weeks,normal,Mus musculus,raw.X,choroid plexus epithelial cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,30a2789f-7b76-4414-9c63-1deb3eacdde1,f08f1773-45e4-417c-b8ed-b70a6d8693fd,9 weeks,normal,Mus musculus,raw.X,dendritic cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,30a2789f-7b76-4414-9c63-1deb3eacdde1,f08f1773-45e4-417c-b8ed-b70a6d8693fd,9 weeks,normal,Mus musculus,raw.X,dopaminergic neuron
0cca8620-8dee-45d0-aef5-23f032a5cf09,30a2789f-7b76-4414-9c63-1deb3eacdde1,f08f1773-45e4-417c-b8ed-b70a6d8693fd,9 weeks,normal,Mus musculus,raw.X,endothelial cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,30a2789f-7b76-4414-9c63-1deb3eacdde1,f08f1773-45e4-417c-b8ed-b70a6d8693fd,9 weeks,normal,Mus musculus,raw.X,ependymal cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,30a2789f-7b76-4414-9c63-1deb3eacdde1,f08f1773-45e4-417c-b8ed-b70a6d8693fd,9 weeks,normal,Mus musculus,raw.X,glutamatergic neuron
0cca8620-8dee-45d0-aef5-23f032a5cf09,30a2789f-7b76-4414-9c63-1deb3eacdde1,f08f1773-45e4-417c-b8ed-b70a6d8693fd,9 weeks,normal,Mus musculus,raw.X,glycinergic neuron
0cca8620-8dee-45d0-aef5-23f032a5cf09,30a2789f-7b76-4414-9c63-1deb3eacdde1,f08f1773-45e4-417c-b8ed-b70a6d8693fd,9 weeks,normal,Mus musculus,raw.X,lymphocyte
0cca8620-8dee-45d0-aef5-23f032a5cf09,30a2789f-7b76-4414-9c63-1deb3eacdde1,f08f1773-45e4-417c-b8ed-b70a6d8693fd,9 weeks,normal,Mus musculus,raw.X,macrophage
0cca8620-8dee-45d0-aef5-23f032a5cf09,30a2789f-7b76-4414-9c63-1deb3eacdde1,f08f1773-45e4-417c-b8ed-b70a6d8693fd,9 weeks,normal,Mus musculus,raw.X,microglial cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,30a2789f-7b76-4414-9c63-1deb3eacdde1,f08f1773-45e4-417c-b8ed-b70a6d8693fd,9 weeks,normal,Mus musculus,raw.X,monocyte
0cca8620-8dee-45d0-aef5-23f032a5cf09,30a2789f-7b76-4414-9c63-1deb3eacdde1,f08f1773-45e4-417c-b8ed-b70a6d8693fd,9 weeks,normal,Mus musculus,raw.X,neuroblast (sensu Vertebrata)
0cca8620-8dee-45d0-aef5-23f032a5cf09,30a2789f-7b76-4414-9c63-1deb3eacdde1,f08f1773-45e4-417c-b8ed-b70a6d8693fd,9 weeks,normal,Mus musculus,raw.X,oligodendrocyte
0cca8620-8dee-45d0-aef5-23f032a5cf09,30a2789f-7b76-4414-9c63-1deb3eacdde1,f08f1773-45e4-417c-b8ed-b70a6d8693fd,9 weeks,normal,Mus musculus,raw.X,oligodendrocyte precursor cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,30a2789f-7b76-4414-9c63-1deb3eacdde1,f08f1773-45e4-417c-b8ed-b70a6d8693fd,9 weeks,normal,Mus musculus,raw.X,pericyte
0cca8620-8dee-45d0-aef5-23f032a5cf09,30a2789f-7b76-4414-9c63-1deb3eacdde1,f08f1773-45e4-417c-b8ed-b70a6d8693fd,9 weeks,normal,Mus musculus,raw.X,smooth muscle cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,30a2789f-7b76-4414-9c63-1deb3eacdde1,f08f1773-45e4-417c-b8ed-b70a6d8693fd,9 weeks,normal,Mus musculus,raw.X,tanycyte
0cca8620-8dee-45d0-aef5-23f032a5cf09,30a2789f-7b76-4414-9c63-1deb3eacdde1,f08f1773-45e4-417c-b8ed-b70a6d8693fd,9 weeks,normal,Mus musculus,raw.X,vascular leptomeningeal cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,20de7fd1-ab21-45b8-a1e2-f7b36261f8e2,2ef27221-a8ec-46f4-bdef-de5119fac879,9 weeks,normal,Mus musculus,raw.X,Bergmann glial cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,20de7fd1-ab21-45b8-a1e2-f7b36261f8e2,2ef27221-a8ec-46f4-bdef-de5119fac879,9 weeks,normal,Mus musculus,raw.X,GABAergic neuron
0cca8620-8dee-45d0-aef5-23f032a5cf09,20de7fd1-ab21-45b8-a1e2-f7b36261f8e2,2ef27221-a8ec-46f4-bdef-de5119fac879,9 weeks,normal,Mus musculus,raw.X,astrocyte
0cca8620-8dee-45d0-aef5-23f032a5cf09,20de7fd1-ab21-45b8-a1e2-f7b36261f8e2,2ef27221-a8ec-46f4-bdef-de5119fac879,9 weeks,normal,Mus musculus,raw.X,cholinergic neuron
0cca8620-8dee-45d0-aef5-23f032a5cf09,20de7fd1-ab21-45b8-a1e2-f7b36261f8e2,2ef27221-a8ec-46f4-bdef-de5119fac879,9 weeks,normal,Mus musculus,raw.X,choroid plexus epithelial cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,20de7fd1-ab21-45b8-a1e2-f7b36261f8e2,2ef27221-a8ec-46f4-bdef-de5119fac879,9 weeks,normal,Mus musculus,raw.X,dendritic cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,20de7fd1-ab21-45b8-a1e2-f7b36261f8e2,2ef27221-a8ec-46f4-bdef-de5119fac879,9 weeks,normal,Mus musculus,raw.X,dopaminergic neuron
0cca8620-8dee-45d0-aef5-23f032a5cf09,20de7fd1-ab21-45b8-a1e2-f7b36261f8e2,2ef27221-a8ec-46f4-bdef-de5119fac879,9 weeks,normal,Mus musculus,raw.X,endothelial cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,20de7fd1-ab21-45b8-a1e2-f7b36261f8e2,2ef27221-a8ec-46f4-bdef-de5119fac879,9 weeks,normal,Mus musculus,raw.X,ependymal cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,20de7fd1-ab21-45b8-a1e2-f7b36261f8e2,2ef27221-a8ec-46f4-bdef-de5119fac879,9 weeks,normal,Mus musculus,raw.X,glutamatergic neuron
0cca8620-8dee-45d0-aef5-23f032a5cf09,20de7fd1-ab21-45b8-a1e2-f7b36261f8e2,2ef27221-a8ec-46f4-bdef-de5119fac879,9 weeks,normal,Mus musculus,raw.X,glycinergic neuron
0cca8620-8dee-45d0-aef5-23f032a5cf09,20de7fd1-ab21-45b8-a1e2-f7b36261f8e2,2ef27221-a8ec-46f4-bdef-de5119fac879,9 weeks,normal,Mus musculus,raw.X,histaminergic neuron
0cca8620-8dee-45d0-aef5-23f032a5cf09,20de7fd1-ab21-45b8-a1e2-f7b36261f8e2,2ef27221-a8ec-46f4-bdef-de5119fac879,9 weeks,normal,Mus musculus,raw.X,hypendymal cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,20de7fd1-ab21-45b8-a1e2-f7b36261f8e2,2ef27221-a8ec-46f4-bdef-de5119fac879,9 weeks,normal,Mus musculus,raw.X,lymphocyte
0cca8620-8dee-45d0-aef5-23f032a5cf09,20de7fd1-ab21-45b8-a1e2-f7b36261f8e2,2ef27221-a8ec-46f4-bdef-de5119fac879,9 weeks,normal,Mus musculus,raw.X,macrophage
0cca8620-8dee-45d0-aef5-23f032a5cf09,20de7fd1-ab21-45b8-a1e2-f7b36261f8e2,2ef27221-a8ec-46f4-bdef-de5119fac879,9 weeks,normal,Mus musculus,raw.X,microglial cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,20de7fd1-ab21-45b8-a1e2-f7b36261f8e2,2ef27221-a8ec-46f4-bdef-de5119fac879,9 weeks,normal,Mus musculus,raw.X,monocyte
0cca8620-8dee-45d0-aef5-23f032a5cf09,20de7fd1-ab21-45b8-a1e2-f7b36261f8e2,2ef27221-a8ec-46f4-bdef-de5119fac879,9 weeks,normal,Mus musculus,raw.X,neuroblast (sensu Vertebrata)
0cca8620-8dee-45d0-aef5-23f032a5cf09,20de7fd1-ab21-45b8-a1e2-f7b36261f8e2,2ef27221-a8ec-46f4-bdef-de5119fac879,9 weeks,normal,Mus musculus,raw.X,olfactory ensheathing cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,20de7fd1-ab21-45b8-a1e2-f7b36261f8e2,2ef27221-a8ec-46f4-bdef-de5119fac879,9 weeks,normal,Mus musculus,raw.X,oligodendrocyte
0cca8620-8dee-45d0-aef5-23f032a5cf09,20de7fd1-ab21-45b8-a1e2-f7b36261f8e2,2ef27221-a8ec-46f4-bdef-de5119fac879,9 weeks,normal,Mus musculus,raw.X,oligodendrocyte precursor cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,20de7fd1-ab21-45b8-a1e2-f7b36261f8e2,2ef27221-a8ec-46f4-bdef-de5119fac879,9 weeks,normal,Mus musculus,raw.X,pericyte
0cca8620-8dee-45d0-aef5-23f032a5cf09,20de7fd1-ab21-45b8-a1e2-f7b36261f8e2,2ef27221-a8ec-46f4-bdef-de5119fac879,9 weeks,normal,Mus musculus,raw.X,smooth muscle cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,20de7fd1-ab21-45b8-a1e2-f7b36261f8e2,2ef27221-a8ec-46f4-bdef-de5119fac879,9 weeks,normal,Mus musculus,raw.X,tanycyte
0cca8620-8dee-45d0-aef5-23f032a5cf09,20de7fd1-ab21-45b8-a1e2-f7b36261f8e2,2ef27221-a8ec-46f4-bdef-de5119fac879,9 weeks,normal,Mus musculus,raw.X,vascular leptomeningeal cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,1be0b205-3c6b-462b-8746-aaa0fd6be86b,d2f8ef63-d90d-44fd-813f-522f2b7c5cfe,9 weeks,normal,Mus musculus,X,Bergmann glial cell
0cca8620-8dee-45d0-aef5-23f032a5cf09,1be0b205-3c6b-462b-8746-aaa0fd6be86b,d2f8ef63-d90d-44fd-813f-522f2b7c5cfe,9 weeks,normal,Mus musculus,X,GABAergic neuron
0cca8620-8dee-45d0-aef5-23f032a5cf09,1be0b205-3c6b-462b-8746-aaa0fd6be86b,d2f8ef63-d90d-44fd-813f-522f2b7c5cfe,9 weeks,normal,Mus musculus,X,astrocyte
